1,1.75,2.45
2,5.25,2.45
3,8.75,2.45
4,13.25,2.45
5,16.75,2.45
6,20.25,2.45
7,20.25,21.55
8,16.75,21.55
9,13.25,21.55
10,8.75,21.55
11,5.25,21.55
12,1.75,21.55
