Origin,0,0,0,0.1,0,0,0,0.2,0,,F_RootHole,B_RootHole,
F_RootHole,0,2,9,0.1,0,0.4,0,0.2,0,front,D503,R515,
D503,2225d6,3.9,2,1.5,-1,2.8,0,0.325,180,front,null,R526,
R526,0361ad,0.8,1.6,0.45,-1,2.8,2.65,0.325,90,front,null,R518,
R518,3609d9,1.02,0.51,0.51,-1,2.8,4.9,0.325,0,front,ZD501,null,
ZD501,0e5ac4,3.85,1.7,1.45,-1,4.47,2.65,0.325,180,front,null,null,
R515,6857b5,3.2,1.6,0.6,-1,0.4,9.4,0.325,0,front,C525,C502,
C525,385369,1.6,0.8,0.8,-1,4.25,6.06,0.325,180,front,null,null,
C502,4595ad,3.5,1.9,1.9,-1,0.4,11.65,0.325,180,front,null,C507,
C507,094a66,7.8,6.8,6.1,-1,0.4,14.2,0.325,0,front,C520,D506,
C520,7babd1,1,0.5,0.5,-1,8.85,5,0.325,180,front,D509,R520,
D509,3181f2,1.7,3.85,1.45,-1,10.5,0,0.325,90,front,null,null,
R520,9049A1,0.51,1.02,0.51,-1,8.85,6.15,0.325,90,front,L501,null,
L501,368f99,4.6,4.1,2,-1,10.01,6.15,0.325,0,front,null,M503,
M503,1a1a1a,9.4,13.43,1.35,0,10.01,10.9,0.2,180,front,R532,R517,
R532,e0a500,3.2,1.6,0.6,1,19.81,0,0.325,180,front,C512,D508,
C512,f27a46,3.5,1.9,1.9,1,23.66,0,0.325,180,front,null,null,
D508,ffc72b,2,3.9,1.2,1,19.81,2.25,0.325,90,front,null,ZD504,
ZD504,e02900,3.6,5.4,2.3,1,19.81,6.8,0.325,90,front,R519,C519,
R519,ff8e61,0.51,1.02,0.51,1,24.06,2.55,0.325,90,front,null,R531,
R531,ff6161,3.2,1.6,0.6,1,24.06,4.22,0.325,0,front,null,null,
C519,d49c11,2,1.25,1.25,1,19.81,12.85,0.325,180,front,null,R523,
R523,ad430e,0.8,1.6,0.45,1,19.81,14.75,0.325,270,front,D505,R530,
D505,fc9803,2,3.9,1.5,1,21.26,14.75,0.325,90,front,null,null,
R530,f24b4b,1.6,3.2,0.6,1,19.81,19.3,0.325,90,front,null,null,
R517,4e1f8c,2,1.25,0.6,-1,10.01,24.73,0.325,180,front,null,C506,
C506,1f2a8c,1.6,3.2,1.6,-1,10.01,26.63,0.325,90,front,C505,null,
C505,092cb8,3.2,1.6,1.6,-1,12.26,26.63,0.325,180,front,null,null,
D506,225d6e,2.8,1.35,1.1,-1,0.4,21.65,0.325,0,front,R527,null,
R527,00a5e0,0.51,1.02,0.51,-1,3.85,21.65,0.325,90,front,null,null,
B_RootHole,0,2,9,0.1,0,0,0,0.2,0,back,ZD502,C511,
ZD502,470fff,1.35,2.7,0.78,-1,2.4,0,0.325,90,back,D501,C518,
D501,2e6ef0,3.85,1.7,1.45,-1,4.4,0,0.325,180,back,Q504,R503,
Q504,3282bf,6.15,5.35,1,-1,8.9,0,0.325,270,back,null,R501,
R501,191282,1.25,2,0.5,-1,8.9,6,0.325,270,back,null,null,
R503,055d7d,1.6,3.2,0.6,-1,4.4,2.35,0.325,270,back,null,null,
C518,2e6ef0,1.6,0.8,0.8,-1,2.4,6.2,0.325,0,back,null,null,
C511,5a12a6,1.9,3.5,1.9,-1,0,9.4,0.325,270,back,T501,null,
T501,cecad488,24,22,24.9,0,2.55,8.65,0.2,0,back,null,null,
