Origin,0,0,0,0.1,0,0,0,0.2,0,,F_RootHole,B_RootHole,
F_RootHole,0,2,9,0.1,0,0.4,0,0.2,0,front,R526,Q504,
R526,0361ad,0.8,1.6,0.45,-1,2.8,0,0.325,270,front,R531,D509,
R531,ff6161,3.2,1.6,0.6,1,4.25,0,0.325,180,front,ZD504,R517,
ZD504,e02900,3.6,5.4,2.3,1,8.1,0,0.325,90,front,D505,null,
D505,fc9803,3.9,2,1.5,1,12.35,0,0.325,0,front,null,null,
R517,4e1f8c,2,1.25,0.6,-1,4.25,2.25,0.325,0,front,null,null,
D509,3181f2,3.85,1.7,1.45,-1,2.8,4.15,0.325,0,front,C518,R520,
C518,2e6ef0,0.8,1.6,0.8,-1,7.3,6.05,0.325,90,front,R532,null,
R532,e0a500,3.2,1.6,0.6,1,8.75,6.05,0.325,0,front,null,null,
R520,9049A1,1.02,0.51,0.51,-1,2.8,6.5,0.325,0,front,R518,ZD501,
R518,3609d9,1.02,0.51,0.51,-1,4.47,6.5,0.325,0,front,null,D503,
D503,2225d6,3.9,2,1.5,-1,4.47,8.3,0.325,180,front,null,C505,
C505,092cb8,3.2,1.6,1.6,-1,4.47,10.95,0.325,0,front,null,null,
ZD501,0e5ac4,3.85,1.7,1.45,-1,2.8,13.2,0.325,180,front,null,ZD502,
ZD502,470fff,2.7,1.35,0.78,-1,2.8,15.55,0.325,0,front,R501,C520,
R501,191282,2,1.25,0.5,-1,6.15,15.55,0.325,180,front,R527,null,
R527,00a5e0,1.02,0.51,0.51,-1,8.8,10.95,0.325,0,front,null,null,
C520,7babd1,1,0.5,0.5,-1,2.8,17.55,0.325,0,front,C525,null,
C525,385369,1.6,0.8,0.8,-1,4.45,17.55,0.325,0,front,null,null,
Q504,3282bf,5.35,6.15,1,-1,0.4,19,0.325,0,front,C506,C511,
C506,1f2a8c,3.2,1.6,1.6,-1,6.4,19,0.325,0,front,D501,D508,
D501,2e6ef0,1.7,3.85,1.45,-1,10.25,12.11,0.325,90,front,null,null,
D508,ffc72b,3.9,2,1.2,1,6.4,21.25,0.325,0,front,null,D506,
D506,225d6e,2.8,1.35,1.1,-1,6.4,23.9,0.325,0,front,R530,null,
R530,f24b4b,3.2,1.6,0.6,1,9.85,23.9,0.325,0,front,null,R523,
R523,ad430e,1.6,0.8,0.45,1,9.85,26.15,0.325,0,front,C512,null,
C512,f27a46,1.9,3.5,1.9,1,12.1,26.15,0.325,270,front,null,null,
C511,5a12a6,3.5,1.9,1.9,-1,0.4,25.8,0.325,0,front,R515,C507,
R515,6857b5,3.2,1.6,0.6,-1,4.55,25.9,0.325,0,front,null,null,
C507,094a66,7.8,6.8,6.1,-1,0.4,28.35,0.325,0,front,C502,R503,
C502,4595ad,3.5,1.9,1.9,-1,8.85,30.3,0.325,0,front,null,null,
R503,055d7d,3.2,1.6,0.6,-1,0.4,35.8,0.325,0,front,null,null,
B_RootHole,0,2,9,0.1,0,0,0,0.2,0,back,R519,T501,
R519,ff8e61,0.51,1.02,0.51,1,2.4,0,0.325,270,back,C519,L501,
C519,d49c11,2,1.25,1.25,1,3.56,0,0.325,0,back,null,null,
L501,368f99,4.6,4.1,2,-1,2.4,1.9,0.325,180,back,M503,null,
M503,1a1a1a,13.43,9.4,1.35,0,7.65,0,0.2,90,back,null,null,
T501,cecad488,24,22,24.9,0,0,9.8,0.2,0,back,null,null,
