Origin,0,0,0,0.1,0,0,0,0.2,0,,F_RootHole,B_RootHole,
F_RootHole,0,2,9,0.1,0,0.4,0,0.2,0,front,C518,L501,
C518,a65735,1.6,0.8,0.8,-1,2.8,0,0.325,0,front,R515,C506,
R515,6857b5,3.2,1.6,0.6,-1,5.05,0,0.325,0,front,D503,null,
D503,2225d6,3.9,2,1.5,-1,8.9,0,0.325,0,front,null,R519,
R519,ff8e61,1.02,0.51,0.51,1,8.9,2.65,0.325,0,front,null,null,
C506,1f2a8c,3.2,1.6,1.6,-1,2.8,2.25,0.325,0,front,D505,null,
D505,fc9803,3.9,2,1.5,1,6.65,3.81,0.325,0,front,D509,R503,
D509,3181f2,3.85,1.7,1.45,-1,11.2,2.65,0.325,0,front,null,null,
R503,055d7d,3.2,1.6,0.6,-1,6.65,6.46,0.325,0,front,null,null,
L501,368f99,4.6,4.1,2,-1,2.8,8.71,0.325,0,front,R532,ZD504,
R532,e0a500,3.2,1.6,0.6,1,8.05,8.71,0.325,0,front,R501,R527,
R501,191282,2,1.25,0.5,-1,11.9,5,0.325,0,front,null,null,
R527,00a5e0,1.02,0.51,0.51,-1,8.05,10.96,0.325,0,front,null,R530,
R530,f24b4b,3.2,1.6,0.6,1,8.05,12.12,0.325,0,front,Q504,null,
Q504,3282bf,5.35,6.15,1,-1,11.9,6.9,0.325,0,front,M503,C507,
M503,1a1a1a,9.4,13.43,1.35,0,17.9,0,0.2,0,front,null,null,
C507,094a66,7.8,6.8,6.1,-1,11.9,13.83,0.325,0,front,null,null,
ZD504,e02900,5.4,3.6,2.3,1,2.8,14.37,0.325,0,front,D508,C519,
D508,ffc72b,3.9,2,1.2,1,8.85,21.28,0.325,0,front,null,null,
C519,d49c11,2,1.25,1.25,1,2.8,18.62,0.325,0,front,C512,null,
C512,f27a46,3.5,1.9,1.9,1,5.45,23.93,0.325,0,front,null,ZD502,
ZD502,470fff,2.7,1.35,0.78,-1,5.45,26.48,0.325,0,front,D501,C511,
D501,2e6ef0,3.85,1.7,1.45,-1,8.8,26.48,0.325,0,front,null,null,
C511,5a12a6,3.5,1.9,1.9,-1,5.45,28.83,0.325,0,front,R523,null,
R523,ad430e,1.6,0.8,0.45,1,9.6,28.83,0.325,0,front,null,C502,
C502,4595ad,3.5,1.9,1.9,-1,9.6,30.28,0.325,0,front,R531,null,
R531,ff6161,3.2,1.6,0.6,1,13.75,21.28,0.325,0,front,null,R517,
R517,4e1f8c,2,1.25,0.6,-1,13.75,23.53,0.325,0,front,null,null,
B_RootHole,0,2,9,0.1,0,0,0,0.2,0,back,R526,ZD501,
R526,0361ad,1.6,0.8,0.45,-1,2.4,0,0.325,0,back,C525,R518,
C525,385369,1.6,0.8,0.8,-1,4.65,0,0.325,0,back,null,null,
R518,3609d9,1.02,0.51,0.51,-1,2.4,1.45,0.325,0,back,R520,null,
R520,9049A1,1.02,0.51,0.51,-1,2.4,2.61,0.325,0,back,D506,T501,
D506,225d6e,2.8,1.35,1.1,-1,4.07,1.45,0.325,0,back,C505,C520,
C505,092cb8,3.2,1.6,1.6,-1,7.52,0,0.325,0,back,null,null,
C520,7babd1,1,0.5,0.5,-1,4.07,3.45,0.325,0,back,null,null,
T501,cecad488,22,24,24.9,0,2.4,4.6,0.2,0,back,null,null,
ZD501,0e5ac4,3.85,1.7,1.45,-1,0,29,0.325,0,back,null,null,
