Origin,0,0,0,0.1,0,0,0,0.2,0,,F_RootHole,B_RootHole,
F_RootHole,0,2,9,0.1,0,0.4,0,0.2,0,front,D506,C505,
D506,225d6e,1.35,2.8,1.1,-1,2.8,0,0.325,270,front,R515,null,
R515,6857b5,1.6,3.2,0.6,-1,4.8,0,0.325,90,front,null,null,
C505,092cb8,3.2,1.6,1.6,-1,0.4,9.4,0.325,180,front,R526,L501,
R526,0361ad,1.6,0.8,0.45,-1,4.25,3.85,0.325,180,front,null,null,
L501,368f99,4.6,4.1,2,-1,0.4,11.65,0.325,0,front,R503,R517,
R503,055d7d,1.6,3.2,0.6,-1,5.65,5.3,0.325,270,front,C525,Q504,
C525,385369,1.6,0.8,0.8,-1,7.9,0,0.325,180,front,null,D503,
D503,2225d6,3.9,2,1.5,-1,7.9,1.45,0.325,180,front,null,D501,
D501,2e6ef0,3.85,1.7,1.45,-1,7.9,4.1,0.325,0,front,null,C518,
C518,a65735,0.8,1.6,0.8,-1,7.9,6.45,0.325,90,front,C502,null,
C502,4595ad,1.9,3.5,1.9,-1,9.35,6.45,0.325,90,front,C511,null,
C511,5a12a6,1.9,3.5,1.9,-1,11.9,6.45,0.325,90,front,C519,ZD502,
C519,d49c11,1.25,2,1.25,1,14.45,0,1.5,90,front,D508,R523,
D508,ffc72b,3.9,2,1.2,1,18.7,0,1.5,0,front,null,R531,
R531,ff6161,3.2,1.6,0.6,1,18.7,5,1.5,0,front,null,null,
R523,ad430e,1.6,0.8,0.45,1,14.45,9.6,1.5,180,front,C512,R519,
C512,f27a46,1.9,3.5,1.9,1,19.05,9.6,1.5,90,front,null,null,
R519,ff8e61,1.02,0.51,0.51,1,14.45,13.4,1.5,0,front,null,null,
ZD502,470fff,1.35,2.7,0.78,-1,11.9,10.6,0.325,270,front,null,ZD501,
ZD501,0e5ac4,1.7,3.85,1.45,-1,11.9,13.95,0.325,90,front,null,null,
Q504,3282bf,5.35,6.15,1,-1,5.65,10.6,0.325,180,front,R518,null,
R518,3609d9,0.51,1.02,0.51,-1,11.65,18.45,0.325,90,front,M503,null,
M503,1a1a1a,13.43,9.4,1.35,0,12.81,18.45,0.2,90,front,null,null,
R517,4e1f8c,2,1.25,0.6,-1,0.4,16.4,0.325,180,front,C506,R501,
C506,1f2a8c,3.2,1.6,1.6,-1,3.05,17.4,0.325,0,front,D509,C520,
D509,3181f2,3.85,1.7,1.45,-1,6.9,17.4,0.325,180,front,null,null,
C520,7babd1,1,0.5,0.5,-1,3.05,19.65,0.325,0,front,R527,null,
R527,00a5e0,1.02,0.51,0.51,-1,4.7,19.65,0.325,0,front,null,null,
R501,191282,2,1.25,0.5,-1,0.4,18.3,0.325,180,front,null,R520,
R520,9049A1,0.51,1.02,0.51,-1,0.4,20.2,0.325,90,front,C507,null,
C507,094a66,6.8,7.8,6.1,-1,1.56,20.81,0.325,90,front,null,null,
B_RootHole,0,2,9,0.1,0,0,0,0.2,0,back,T501,null,
T501,cecad488,24,22,24.9,0,2.4,0,0.2,90,back,null,R530,
R530,f24b4b,1.6,3.2,0.6,1,2.4,22.4,1.5,90,back,ZD504,null,
ZD504,e02900,5.4,3.6,2.3,1,7,22.4,1.5,0,back,D505,null,
D505,fc9803,3.9,2,1.5,1,15.4,22.4,1.5,0,back,R532,null,
R532,e0a500,1.6,3.2,0.6,1,22.3,22.4,1.5,90,back,null,null,
