Origin,0,0,0,0.1,0,0,0,0.2,0,,F_RootHole,B_RootHole,
F_RootHole,0,2,9,0.1,0,0.4,0,0.2,0,front,ZD501,T501,
ZD501,0e5ac4,1.7,3.85,1.45,-1,2.8,0,0.325,270,front,D501,D509,
D501,2e6ef0,1.7,3.85,1.45,-1,5.15,0,0.325,270,front,R518,null,
R518,3609d9,0.51,1.02,0.51,-1,7.5,0,0.325,270,front,C506,C518,
C506,1f2a8c,3.2,1.6,1.6,-1,8.66,0,0.325,180,front,null,null,
C518,a65735,1.6,0.8,0.8,-1,7.5,2.25,0.325,0,front,R503,null,
R503,055d7d,3.2,1.6,0.6,-1,9.75,2.25,0.325,180,front,null,null,
D509,3181f2,3.85,1.7,1.45,-1,2.8,4.5,0.325,180,front,D506,null,
D506,225d6e,2.8,1.35,1.1,-1,7.3,4.5,0.325,0,front,null,C502,
C502,4595ad,3.5,1.9,1.9,-1,7.3,6.5,0.325,0,front,C525,null,
C525,385369,0.8,1.6,0.8,-1,11.45,4.5,0.325,90,front,R501,null,
R501,191282,1.25,2,0.5,-1,12.9,4.5,0.325,90,front,R515,null,
R515,6857b5,1.6,3.2,0.6,-1,14.8,0,0.325,90,front,C507,null,
C507,094a66,6.8,7.8,6.1,-1,17.05,0,0.325,270,front,null,null,
T501,cecad488,24,22,24.9,0,0.4,9.4,0.2,90,front,null,null,
B_RootHole,0,2,9,0.1,0,0,0,0.2,0,back,R520,ZD502,
R520,9049A1,0.51,1.02,0.51,-1,2.4,0,0.325,90,back,C511,M503,
C511,5a12a6,3.5,1.9,1.9,-1,3.56,0,0.325,180,back,null,null,
M503,1a1a1a,9.4,13.43,1.35,0,2.4,2.55,0.2,180,back,R531,R517,
R531,ff6161,3.2,1.6,0.6,1,12.2,0,1.5,180,back,null,R532,
R532,e0a500,1.6,3.2,0.6,1,12.2,4.6,1.5,270,back,D508,C512,
D508,ffc72b,3.9,2,1.2,1,16.8,4.6,1.5,0,back,null,null,
C512,f27a46,1.9,3.5,1.9,1,12.2,10.8,1.5,270,back,ZD504,null,
ZD504,e02900,3.6,5.4,2.3,1,17.1,9.6,1.5,90,back,null,null,
R517,4e1f8c,2,1.25,0.6,-1,2.4,16.38,0.325,0,back,R526,Q504,
R526,0361ad,1.6,0.8,0.45,-1,5.05,16.38,0.325,0,back,null,null,
Q504,3282bf,6.15,5.35,1,-1,2.4,18.28,0.325,270,back,null,C505,
C505,092cb8,3.2,1.6,1.6,-1,2.4,24.28,0.325,180,back,L501,null,
L501,368f99,4.6,4.1,2,-1,6.25,24.28,0.325,180,back,C519,null,
C519,d49c11,1.25,2,1.25,1,11.5,17.3,1.5,90,back,R523,R530,
R523,ad430e,0.8,1.6,0.45,1,15.75,18,1.5,270,back,null,null,
R530,f24b4b,3.2,1.6,0.6,1,11.5,22.6,1.5,0,back,R519,null,
R519,ff8e61,0.51,1.02,0.51,1,17.7,22.6,1.5,270,back,null,D505,
D505,fc9803,3.9,2,1.5,1,17.7,26.62,1.5,0,back,null,null,
ZD502,470fff,1.35,2.7,0.78,-1,0,9.4,0.325,90,back,D503,C520,
D503,2225d6,3.9,2,1.5,-1,2,29.03,0.325,180,back,R527,null,
R527,00a5e0,0.51,1.02,0.51,-1,6.55,29.03,0.325,90,back,null,null,
C520,7babd1,0.5,1,0.5,-1,0,12.75,0.325,90,back,null,null,
