Origin,0,0,0,0.1,0,0,0,0.2,0,,F_RootHole,B_RootHole,
F_RootHole,0,2,9,0.1,0,0.4,0,0.2,0,front,R501,C507,
R501,191282,2,1.25,0.5,-1,2.8,0,0.325,0,front,null,D501,
D501,2e6ef0,3.85,1.7,1.45,-1,2.8,1.9,0.325,180,front,C505,null,
C505,092cb8,3.2,1.6,1.6,-1,7.3,0,0.325,0,front,R519,D506,
R519,ff8e61,1.02,0.51,0.51,1,11.15,0,0.325,0,front,null,C519,
C519,d49c11,2,1.25,1.25,1,11.15,1.16,0.325,0,front,null,C518,
C518,a65735,0.8,1.6,0.8,-1,11.15,3.06,0.325,270,front,null,null,
D506,225d6e,1.35,2.8,1.1,-1,7.3,2.25,0.325,90,front,D505,Q504,
D505,fc9803,3.9,2,1.5,1,9.3,5.31,0.325,0,front,ZD504,null,
ZD504,e02900,5.4,3.6,2.3,1,13.85,0,0.325,0,front,null,R520,
R520,9049A1,1.02,0.51,0.51,-1,13.85,4.25,0.325,0,front,R517,null,
R517,4e1f8c,1.25,2,0.6,-1,15.52,4.25,0.325,90,front,null,null,
Q504,3282bf,5.35,6.15,1,-1,7.3,7.96,0.325,0,front,R531,R503,
R531,ff6161,1.6,3.2,0.6,1,13.3,7.96,0.325,270,front,M503,null,
M503,1a1a1a,13.43,9.4,1.35,0,15.55,6.9,0.2,270,front,null,null,
R503,055d7d,3.2,1.6,0.6,-1,7.3,14.76,0.325,0,front,C506,null,
C506,1f2a8c,3.2,1.6,1.6,-1,11.15,14.76,0.325,0,front,null,null,
C507,094a66,7.8,6.8,6.1,-1,0.4,17.01,0.325,0,front,R530,null,
R530,f24b4b,3.2,1.6,0.6,1,8.85,17.01,0.325,180,front,R532,ZD501,
R532,e0a500,3.2,1.6,0.6,1,12.7,17.01,0.325,180,front,null,L501,
L501,368f99,4.6,4.1,2,-1,12.7,19.26,0.325,0,front,null,null,
ZD501,0e5ac4,3.85,1.7,1.45,-1,8.85,24.01,0.325,0,front,D509,null,
D509,3181f2,3.85,1.7,1.45,-1,13.35,24.01,0.325,180,front,null,D508,
D508,ffc72b,3.9,2,1.2,1,13.35,26.36,0.325,0,front,null,null,
B_RootHole,0,2,9,0.1,0,0,0,0.2,0,back,null,C502,
C502,4595ad,1.9,3.5,1.9,-1,0,9.4,0.325,270,back,T501,R527,
T501,cecad488,24,22,24.9,0,2.55,0,0.2,90,back,null,null,
R527,00a5e0,1.02,0.51,0.51,-1,0,13.55,0.325,0,back,null,R515,
R515,6857b5,3.2,1.6,0.6,-1,0,22.4,0.325,0,back,C520,C511,
C520,7babd1,1,0.5,0.5,-1,3.85,22.4,0.325,0,back,D503,null,
D503,2225d6,2,3.9,1.5,-1,5.5,22.4,0.325,270,back,R523,null,
R523,ad430e,1.6,0.8,0.45,1,8.15,22.4,0.325,0,back,null,null,
C511,5a12a6,3.5,1.9,1.9,-1,0,24.65,0.325,0,back,R518,null,
R518,3609d9,1.02,0.51,0.51,-1,4.15,26.95,0.325,0,back,C525,null,
C525,385369,0.8,1.6,0.8,-1,5.82,26.95,0.325,270,back,R526,ZD502,
R526,0361ad,1.6,0.8,0.45,-1,7.27,26.95,0.325,0,back,C512,null,
C512,f27a46,3.5,1.9,1.9,1,9.52,23.85,0.325,0,back,null,null,
ZD502,470fff,2.7,1.35,0.78,-1,5.82,29.2,0.325,0,back,null,null,
