Origin,0,0,0,0.1,0,0,0,0.2,0,,F_RootHole,B_RootHole,
F_RootHole,0,2,9,0.1,0,0.4,0,0.2,0,front,R501,R526,
R501,191282,2,1.25,0.5,-1,2.8,0,0.325,180,front,Q504,D501,
Q504,3282bf,5.35,6.15,1,-1,5.45,0,0.325,0,front,C518,ZD502,
C518,a65735,0.8,1.6,0.8,-1,11.45,0,0.325,270,front,R523,null,
R523,ad430e,1.6,0.8,0.45,1,12.9,0,0.325,180,front,D505,null,
D505,fc9803,2,3.9,1.5,1,15.15,0,0.325,90,front,null,null,
ZD502,470fff,2.7,1.35,0.78,-1,5.45,6.8,0.325,0,front,D506,null,
D506,225d6e,2.8,1.35,1.1,-1,8.8,6.8,0.325,0,front,D508,R503,
D508,ffc72b,2,3.9,1.2,1,12.25,2.25,0.325,90,front,null,null,
R503,055d7d,3.2,1.6,0.6,-1,8.8,8.8,0.325,0,front,C519,null,
C519,d49c11,2,1.25,1.25,1,12.65,6.8,0.325,180,front,R530,R532,
R530,f24b4b,3.2,1.6,0.6,1,15.3,4.55,0.325,180,front,C512,null,
C512,f27a46,3.5,1.9,1.9,1,19.15,0,0.325,0,front,R531,R519,
R531,ff6161,3.2,1.6,0.6,1,23.3,0,0.325,180,front,null,null,
R519,ff8e61,1.02,0.51,0.51,1,19.15,2.55,0.325,0,front,null,null,
R532,e0a500,3.2,1.6,0.6,1,12.65,8.7,0.325,0,front,null,null,
D501,2e6ef0,1.7,3.85,1.45,-1,2.8,1.9,0.325,90,front,ZD501,null,
ZD501,0e5ac4,1.7,3.85,1.45,-1,2.8,6.4,0.325,270,front,null,C525,
C525,385369,1.6,0.8,0.8,-1,2.8,10.9,0.325,0,front,null,L501,
L501,368f99,4.6,4.1,2,-1,5.05,11.05,0.325,180,front,null,null,
R526,0361ad,1.6,0.8,0.45,-1,2.8,12.35,0.325,0,front,R518,null,
R518,3609d9,0.51,1.02,0.51,-1,2.8,13.8,0.325,90,front,null,C507,
C507,094a66,6.8,7.8,6.1,-1,2.8,15.8,0.325,90,front,D509,null,
D509,3181f2,1.7,3.85,1.45,-1,10.25,15.8,0.325,90,front,null,C520,
C520,7babd1,0.5,1,0.5,-1,10.25,20.3,0.325,270,front,ZD504,R527,
ZD504,e02900,5.4,3.6,2.3,1,11.4,20.3,0.325,0,front,M503,null,
M503,1a1a1a,9.4,13.43,1.35,0,17.45,6.8,0.2,0,front,null,null,
R527,00a5e0,1.02,0.51,0.51,-1,10.25,24.55,0.325,0,front,null,null,
B_RootHole,0,2,9,0.1,0,0,0,0.2,0,back,C511,C502,
C511,5a12a6,1.9,3.5,1.9,-1,2.4,0,0.325,270,back,D503,C506,
D503,2225d6,2,3.9,1.5,-1,4.95,0,0.325,270,back,null,null,
C506,1f2a8c,3.2,1.6,1.6,-1,2.4,4.55,0.325,180,back,R517,null,
R517,4e1f8c,1.25,2,0.6,-1,6.25,4.55,0.325,270,back,R520,null,
R520,9049A1,0.51,1.02,0.51,-1,8.15,0,0.325,90,back,null,null,
C502,4595ad,3.5,1.9,1.9,-1,0,9.4,0.325,0,back,T501,C505,
T501,cecad488,22,24,24.9,0,4.15,7.2,0.2,0,back,null,null,
C505,092cb8,3.2,1.6,1.6,-1,0,11.95,0.325,0,back,null,R515,
R515,6857b5,1.6,3.2,0.6,-1,0,14.2,0.325,90,back,null,null,
